,Discipline,original_afiliacion,Gender,original_completo,Affiliation,Complete,Complete - Gender
249,Economic Sci.,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Male,False,,Incomplete,Incomplete - Male
250,Health Sci.,UNIVERSIDAD AUTONOMA BENITO JUAREZ DE OAXACA,Male,True,Category 3,Complete,Complete - Male
251,Health Sci.,UNIVERSIDAD AUTONOMA METROPOLITANA,Female,True,,Incomplete,Incomplete - Female
252,Economic Sci.,UNIVERSIDAD DE GUADALAJARA,Male,False,,Incomplete,Incomplete - Male
253,Engineering,SIN INSTITUCIÓN,Male,True,Category 4,Complete,Complete - Male
254,Engineering,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,Male,True,Category 3,Complete,Complete - Male
255,Engineering,CENTRO DE INVESTIGACION EN QUIMICA APLICADA,Female,False,,Incomplete,Incomplete - Female
256,Engineering,UNIVERSIDAD DE GUADALAJARA,Female,True,Category 3,Complete,Complete - Female
257,Engineering,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,Female,True,Category 3,Complete,Complete - Female
258,Health Sci.,INSTITUTO TECNOLOGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,Female,True,,Incomplete,Incomplete - Female
259,Engineering,SIN INSTITUCIÓN,Male,True,Category 4,Complete,Complete - Male
260,Engineering,TECNOLOGICO NACIONAL DE MEXICO,Male,True,Category 3,Complete,Complete - Male
261,Engineering,INSTITUTO TECNOLOGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,Female,True,Category 2,Complete,Complete - Female
262,Economic Sci.,UNIVERSIDAD AUTONOMA DE TAMAULIPAS,Female,True,Category 3,Complete,Complete - Female
263,Health Sci.,SIN INSTITUCIÓN,Male,False,,Incomplete,Incomplete - Male
264,Health Sci.,SIN INSTITUCIÓN,Male,False,,Incomplete,Incomplete - Male
265,Economic Sci.,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Male,True,Category 1,Complete,Complete - Male
266,Health Sci.,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA,Female,False,,Incomplete,Incomplete - Female
267,Economic Sci.,UNIVERSIDAD AUTONOMA DE OCCIDENTE,Female,True,Category 3,Complete,Complete - Female
268,Engineering,SIN INSTITUCIÓN,Female,True,Category 4,Complete,Complete - Female
269,Health Sci.,INSTITUTO NACIONAL DE CIENCIAS MEDICAS Y NUTRICION SALVADOR ZUBIRAN,Female,False,,Incomplete,Incomplete - Female
270,Health Sci.,INSTITUTO MEXICANO DEL SEGURO SOCIAL,Female,True,Category 2,Complete,Complete - Female
271,Engineering,UNIVERSIDAD POLITECNICA DE QUERETARO,Male,True,Category 3,Complete,Complete - Male
272,Economic Sci.,UNIVERSIDAD AUTONOMA DE QUERETARO,Male,True,Category 3,Complete,Complete - Male
273,Health Sci.,INSTITUTO NACIONAL DE MEDICINA GENOMICA,Male,True,Category 2,Complete,Complete - Male
274,Health Sci.,UNIVERSIDAD AUTONOMA DE GUERRERO,Female,True,Category 3,Complete,Complete - Female
275,Health Sci.,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Male,True,,Incomplete,Incomplete - Male
276,Economic Sci.,UNIVERSIDAD VERACRUZANA,Male,False,,Incomplete,Incomplete - Male
277,Engineering,TECNOLOGICO NACIONAL DE MEXICO,Male,False,,Incomplete,Incomplete - Male
278,Health Sci.,INSTITUTO MEXICANO DEL SEGURO SOCIAL,Male,True,,Incomplete,Incomplete - Male
279,Economic Sci.,UNIVERSIDAD DE GUADALAJARA,Male,False,,Incomplete,Incomplete - Male
280,Engineering,TECNOLOGICO NACIONAL DE MEXICO,Female,False,,Incomplete,Incomplete - Female
281,Economic Sci.,UNIVERSIDAD IBEROAMERICANA,Male,True,Category 2,Complete,Complete - Male
282,Economic Sci.,UNIVERSIDAD DE GUADALAJARA,Female,False,,Incomplete,Incomplete - Female
283,Health Sci.,UNIVERSIDAD DE SONORA,Female,False,,Incomplete,Incomplete - Female
284,Economic Sci.,UNIVERSIDAD AUTONOMA DE TAMAULIPAS,Female,True,Category 3,Complete,Complete - Female
285,Engineering,INSTITUTO TECNOLOGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,Male,True,Category 2,Complete,Complete - Male
286,Economic Sci.,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Female,False,,Incomplete,Incomplete - Female
287,Engineering,TECNOLOGICO NACIONAL DE MEXICO,Male,True,Category 3,Complete,Complete - Male
288,Engineering,SIN INSTITUCIÓN,Male,False,,Incomplete,Incomplete - Male
289,Economic Sci.,INSTITUTO POLITECNICO NACIONAL,Female,True,Category 1,Complete,Complete - Female
290,Economic Sci.,UNIVERSIDAD AUTONOMA DE CIUDAD JUAREZ,Female,True,Category 3,Complete,Complete - Female
291,Health Sci.,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Male,True,Category 3,Complete,Complete - Male
292,Economic Sci.,UNIVERSIDAD IBEROAMERICANA,Female,True,Category 2,Complete,Complete - Female
293,Economic Sci.,UNIVERSIDAD AUTONOMA DE YUCATAN,Male,True,Category 3,Complete,Complete - Male
294,Engineering,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Male,True,Category 1,Complete,Complete - Male
295,Engineering,UNIVERSIDAD DE MONTERREY,Female,False,,Incomplete,Incomplete - Female
296,Health Sci.,INSTITUTO NACIONAL DE PSIQUIATRIA RAMON DE LA FUENTE MUÑIZ,Male,True,Category 2,Complete,Complete - Male
297,Economic Sci.,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Male,True,Category 3,Complete,Complete - Male
298,Economic Sci.,UNIVERSIDAD AUTONOMA CHAPINGO,Male,False,,Incomplete,Incomplete - Male
299,Health Sci.,INSTITUTO TECNOLOGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,Male,False,,Incomplete,Incomplete - Male
300,Health Sci.,INSTITUTO NACIONAL DE SALUD PUBLICA,Female,True,,Incomplete,Incomplete - Female
301,Health Sci.,INSTITUTO NACIONAL DE NEUROLOGIA Y NEUROCIRUGIA MANUEL VELASCO SUAREZ,Male,True,Category 2,Complete,Complete - Male
302,Economic Sci.,UNIVERSIDAD AUTONOMA METROPOLITANA,Male,True,Category 1,Complete,Complete - Male
303,Engineering,TECNOLOGICO NACIONAL DE MEXICO,Male,False,,Incomplete,Incomplete - Male
304,Economic Sci.,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Female,False,,Incomplete,Incomplete - Female
305,Engineering,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Male,False,,Incomplete,Incomplete - Male
306,Economic Sci.,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Male,True,Category 3,Complete,Complete - Male
307,Economic Sci.,UNIVERSIDAD AUTONOMA CHAPINGO,Female,False,,Incomplete,Incomplete - Female
308,Economic Sci.,UNIVERSIDAD DE GUANAJUATO,Male,False,,Incomplete,Incomplete - Male
309,Health Sci.,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Male,True,,Incomplete,Incomplete - Male
310,Health Sci.,INSTITUTO NACIONAL DE ENFERMEDADES RESPIRATORIAS,Female,True,Category 2,Complete,Complete - Female
311,Engineering,UNIVERSIDAD AUTONOMA DEL ESTADO DE MEXICO,Male,True,Category 3,Complete,Complete - Male
312,Economic Sci.,UNIVERSIDAD VERACRUZANA,Male,True,Category 3,Complete,Complete - Male
313,Health Sci.,UNIVERSIDAD DE GUADALAJARA,Female,True,Category 3,Complete,Complete - Female
314,Engineering,UNIVERSIDAD AUTONOMA METROPOLITANA,Male,True,Category 1,Complete,Complete - Male
315,Economic Sci.,UNIVERSIDAD AUTONOMA CHAPINGO,Male,True,Category 1,Complete,Complete - Male
316,Economic Sci.,UNIVERSIDAD AUTONOMA DE QUERETARO,Male,False,,Incomplete,Incomplete - Male
317,Health Sci.,UNIVERSIDAD VERACRUZANA,Male,False,,Incomplete,Incomplete - Male
318,Health Sci.,SECRETARIA DE SALUD JALISCO,Female,False,,Incomplete,Incomplete - Female
319,Economic Sci.,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Male,True,Category 2,Complete,Complete - Male
320,Economic Sci.,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA,Female,True,Category 3,Complete,Complete - Female
321,Health Sci.,INSTITUTO MEXICANO DEL SEGURO SOCIAL,Male,True,Category 2,Complete,Complete - Male
322,Health Sci.,UNIVERSIDAD JUAREZ DEL ESTADO DE DURANGO,Male,True,Category 3,Complete,Complete - Male
323,Economic Sci.,EL COLEGIO DE SONORA,Female,False,,Incomplete,Incomplete - Female
324,Economic Sci.,INSTITUTO POLITECNICO NACIONAL,Female,False,,Incomplete,Incomplete - Female
325,Health Sci.,INSTITUTO NACIONAL DE CARDIOLOGIA DR. IGNACIO CHAVEZ,Male,True,,Incomplete,Incomplete - Male
326,Engineering,UNIVERSIDAD AUTONOMA DE TAMAULIPAS,Male,False,,Incomplete,Incomplete - Male
327,Health Sci.,UNIVERSIDAD DE GUADALAJARA,Male,True,Category 3,Complete,Complete - Male
328,Economic Sci.,"EL COLEGIO DE LA FRONTERA NORTE, A.C.",Female,True,Category 2,Complete,Complete - Female
329,Economic Sci.,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Male,False,,Incomplete,Incomplete - Male
330,Health Sci.,SIN INSTITUCIÓN,Female,True,Category 4,Complete,Complete - Female
331,Economic Sci.,INSTITUTO TECNOLOGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,Male,False,,Incomplete,Incomplete - Male
332,Engineering,UNIVERSIDAD AUTONOMA DEL ESTADO DE MORELOS,Male,True,Category 3,Complete,Complete - Male
333,Economic Sci.,INSTITUTO TECNOLOGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,Male,True,Category 2,Complete,Complete - Male
334,Health Sci.,INSTITUTO NACIONAL DE PEDIATRIA,Female,True,Category 2,Complete,Complete - Female
335,Economic Sci.,UNIVERSIDAD AUTONOMA DEL ESTADO DE MORELOS,Male,False,,Incomplete,Incomplete - Male
336,Economic Sci.,"UNIVERSIDAD DE LA SALLE BAJIO, A.C.",Male,False,,Incomplete,Incomplete - Male
337,Engineering,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Male,False,,Incomplete,Incomplete - Male
338,Health Sci.,UNIVERSIDAD DE COLIMA,Male,True,,Incomplete,Incomplete - Male
339,Engineering,UNIVERSIDAD AUTONOMA DEL ESTADO DE MEXICO,Female,True,Category 3,Complete,Complete - Female
340,Economic Sci.,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA,Female,False,,Incomplete,Incomplete - Female
341,Economic Sci.,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Male,True,Category 3,Complete,Complete - Male
342,Health Sci.,INSTITUTO NACIONAL DE SALUD PUBLICA,Male,False,,Incomplete,Incomplete - Male
343,Economic Sci.,SIN INSTITUCIÓN,Male,False,,Incomplete,Incomplete - Male
344,Engineering,SIN INSTITUCIÓN,Male,False,,Incomplete,Incomplete - Male
345,Health Sci.,HOSPITAL INFANTIL DE MEXICO DR. FEDERICO GOMEZ,Male,True,,Incomplete,Incomplete - Male
346,Engineering,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Male,False,,Incomplete,Incomplete - Male
347,Economic Sci.,UNIVERSIDAD DE MONTERREY,Male,True,Category 3,Complete,Complete - Male
348,Economic Sci.,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Female,False,,Incomplete,Incomplete - Female
349,Economic Sci.,SIN INSTITUCIÓN,Female,False,,Incomplete,Incomplete - Female
350,Health Sci.,SECRETARIA DE SALUD,Female,True,Category 2,Complete,Complete - Female
351,Economic Sci.,FUNDACION UNIVERSIDAD DE LAS AMERICAS PUEBLA,Male,True,Category 2,Complete,Complete - Male
352,Economic Sci.,UNIVERSIDAD PANAMERICANA,Male,False,,Incomplete,Incomplete - Male
353,Economic Sci.,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Female,False,,Incomplete,Incomplete - Female
354,Engineering,CENTRO DE INVESTIGACION CIENTIFICA Y DE EDUCACION SUPERIOR DE ENSENADA,Male,False,,Incomplete,Incomplete - Male
355,Economic Sci.,UNIVERSIDAD AUTONOMA DEL ESTADO DE HIDALGO,Male,False,,Incomplete,Incomplete - Male
356,Economic Sci.,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Male,False,,Incomplete,Incomplete - Male
357,Economic Sci.,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Male,False,,Incomplete,Incomplete - Male
358,Health Sci.,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,Male,True,Category 3,Complete,Complete - Male
359,Economic Sci.,INSTITUTO TECNOLOGICO AUTONOMO DE MEXICO,Female,True,Category 2,Complete,Complete - Female
360,Economic Sci.,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Female,False,,Incomplete,Incomplete - Female
361,Health Sci.,UNIVERSIDAD VERACRUZANA,Female,False,,Incomplete,Incomplete - Female
362,Engineering,TECNOLOGICO NACIONAL DE MEXICO,Female,True,Category 3,Complete,Complete - Female
363,Health Sci.,INSTITUTO NACIONAL DE NEUROLOGIA Y NEUROCIRUGIA MANUEL VELASCO SUAREZ,Male,True,Category 2,Complete,Complete - Male
364,Economic Sci.,UNIVERSIDAD PANAMERICANA,Male,True,Category 2,Complete,Complete - Male
365,Economic Sci.,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Male,True,Category 2,Complete,Complete - Male
366,Economic Sci.,UNIVERSIDAD AUTONOMA DE TAMAULIPAS,Male,True,Category 3,Complete,Complete - Male
367,Economic Sci.,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,Male,False,,Incomplete,Incomplete - Male
368,Engineering,SIN INSTITUCIÓN,Female,True,Category 4,Complete,Complete - Female
369,Economic Sci.,UNIVERSIDAD AUTONOMA DE COAHUILA,Female,False,,Incomplete,Incomplete - Female
370,Engineering,TAMPERE UNIVERSITY OF TECHNOLOGY,Male,True,Category 2,Complete,Complete - Male
371,Engineering,UNIVERSIDAD AUTONOMA DE QUERETARO,Male,False,,Incomplete,Incomplete - Male
372,Economic Sci.,UNIVERSIDAD TECNOLOGICA DE LA MIXTECA,Female,True,Category 3,Complete,Complete - Female
373,Health Sci.,UNIVERSIDAD DE GUADALAJARA,Female,True,,Incomplete,Incomplete - Female
374,Health Sci.,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,Male,True,,Incomplete,Incomplete - Male
375,Engineering,UNIVERSIDAD AUTONOMA METROPOLITANA,Male,True,Category 1,Complete,Complete - Male
376,Economic Sci.,UNIVERSIDAD DE GUADALAJARA,Male,False,,Incomplete,Incomplete - Male
377,Economic Sci.,"CENTRO DE INVESTIGACION EN ALIMENTACION Y DESARROLLO, A.C.",Male,False,,Incomplete,Incomplete - Male
378,Health Sci.,INSTITUTO NACIONAL DE SALUD PUBLICA,Female,True,Category 2,Complete,Complete - Female
379,Engineering,TECNOLOGICO NACIONAL DE MEXICO,Male,True,Category 3,Complete,Complete - Male
380,Engineering,UNIVERSIDAD DE GUADALAJARA,Male,True,Category 3,Complete,Complete - Male
381,Engineering,UNIVERSIDAD DE GUADALAJARA,Male,True,Category 3,Complete,Complete - Male
382,Health Sci.,GOBIERNO DEL ESTADO DE COLIMA,Male,True,Category 2,Complete,Complete - Male
383,Economic Sci.,UNIVERSIDAD AUTONOMA DE TAMAULIPAS,Female,False,,Incomplete,Incomplete - Female
384,Engineering,TECNOLOGICO NACIONAL DE MEXICO,Male,True,Category 3,Complete,Complete - Male
385,Economic Sci.,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Female,False,,Incomplete,Incomplete - Female
386,Economic Sci.,UNIVERSIDAD AUTONOMA METROPOLITANA,Male,False,,Incomplete,Incomplete - Male
387,Health Sci.,UNIVERSIDAD DE GUADALAJARA,Female,True,Category 3,Complete,Complete - Female
388,Economic Sci.,INSTITUTO TECNOLOGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,Female,True,Category 2,Complete,Complete - Female
389,Engineering,UNIVERSIDAD POLITECNICA DEL VALLE DE MEXICO,Male,True,Category 3,Complete,Complete - Male
390,Engineering,UNIVERSIDAD JUAREZ AUTONOMA DE TABASCO,Male,True,Category 3,Complete,Complete - Male
391,Health Sci.,INSTITUTO MEXICANO DEL SEGURO SOCIAL,Male,True,Category 2,Complete,Complete - Male
392,Health Sci.,"UNIVERSIDAD DE LA SALLE BAJIO, A.C.",Female,True,,Incomplete,Incomplete - Female
393,Economic Sci.,"EL COLEGIO DE LA FRONTERA NORTE, A.C.",Male,True,Category 2,Complete,Complete - Male
394,Health Sci.,SECRETARIA DE SALUD,Male,True,,Incomplete,Incomplete - Male
395,Economic Sci.,UNIVERSIDAD AUTONOMA DE OCCIDENTE,Female,True,Category 3,Complete,Complete - Female
396,Engineering,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Male,True,Category 1,Complete,Complete - Male
397,Economic Sci.,OXFORD UNIVERSITY,Male,False,,Incomplete,Incomplete - Male
398,Engineering,SIN INSTITUCIÓN,Female,True,Category 4,Complete,Complete - Female
399,Health Sci.,SIN INSTITUCIÓN,Male,True,,Incomplete,Incomplete - Male
400,Health Sci.,UNIVERSIDAD DE LA CIENEGA DEL ESTADO DE MICHOACAN,Female,True,Category 3,Complete,Complete - Female
401,Health Sci.,UNIVERSIDAD AUTONOMA DE SINALOA,Female,True,Category 3,Complete,Complete - Female
402,Health Sci.,INSTITUTO MEXICANO DEL SEGURO SOCIAL,Male,False,,Incomplete,Incomplete - Male
403,Health Sci.,UNIVERSIDAD VERACRUZANA,Male,False,,Incomplete,Incomplete - Male
404,Health Sci.,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ES,Male,True,,Incomplete,Incomplete - Male
405,Engineering,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Female,True,Category 2,Complete,Complete - Female
406,Health Sci.,INSTITUTO NACIONAL DE NEUROLOGIA Y NEUROCIRUGIA MANUEL VELASCO SUAREZ,Female,True,Category 2,Complete,Complete - Female
407,Economic Sci.,TECNOLOGICO NACIONAL DE MEXICO,Male,True,Category 2,Complete,Complete - Male
408,Engineering,SIN INSTITUCIÓN,Male,True,Category 4,Complete,Complete - Male
409,Economic Sci.,FUNDACION UNIVERSIDAD DE LAS AMERICAS PUEBLA,Male,True,Category 2,Complete,Complete - Male
410,Economic Sci.,UNIVERSIDAD PANAMERICANA,Male,True,Category 2,Complete,Complete - Male
411,Health Sci.,UNIVERSIDAD DE GUADALAJARA,Female,True,Category 3,Complete,Complete - Female
412,Health Sci.,INSTITUTO MEXICANO DEL SEGURO SOCIAL,Male,False,,Incomplete,Incomplete - Male
413,Economic Sci.,UNIVERSIDAD DE GUANAJUATO,Female,True,Category 3,Complete,Complete - Female
414,Engineering,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Male,True,Category 3,Complete,Complete - Male
415,Health Sci.,UNIVERSIDAD IBEROAMERICANA,Female,True,Category 2,Complete,Complete - Female
416,Health Sci.,INSTITUTO MEXICANO DEL SEGURO SOCIAL,Male,True,Category 2,Complete,Complete - Male
417,Health Sci.,UNIVERSIDAD DE GUADALAJARA,Female,False,,Incomplete,Incomplete - Female
418,Health Sci.,CENTRO DE INVESTIGACION Y ESTUDIOS SUPERIORES EN ANTROPOLOGIA SOCIAL,Female,False,,Incomplete,Incomplete - Female
419,Engineering,"CENTRO DE INVESTIGACIONES EN OPTICA, A.C.",Male,False,,Incomplete,Incomplete - Male
420,Health Sci.,INSTITUTO NACIONAL DE MEDICINA GENOMICA,Female,False,,Incomplete,Incomplete - Female
421,Economic Sci.,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Male,False,,Incomplete,Incomplete - Male
422,Engineering,UNIVERSIDAD POLITECNICA DE ZACATECAS,Male,True,Category 3,Complete,Complete - Male
423,Economic Sci.,UNIVERSIDAD AUTONOMA CHAPINGO,Male,True,Category 1,Complete,Complete - Male
424,Economic Sci.,"UNIVERSIDAD LA SALLE, A.C.",Male,False,,Incomplete,Incomplete - Male
425,Engineering,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Male,True,Category 2,Complete,Complete - Male
426,Economic Sci.,UNIVERSIDAD DE GUADALAJARA,Female,False,,Incomplete,Incomplete - Female
427,Economic Sci.,UNIVERSIDAD AUTONOMA METROPOLITANA,Male,False,,Incomplete,Incomplete - Male
428,Engineering,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Male,False,,Incomplete,Incomplete - Male
429,Engineering,SIN INSTITUCIÓN,Male,False,,Incomplete,Incomplete - Male
430,Economic Sci.,INSTITUTO POLITECNICO NACIONAL,Male,False,,Incomplete,Incomplete - Male
431,Economic Sci.,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Female,False,,Incomplete,Incomplete - Female
432,Engineering,CENTRO DE INVESTIGACION EN QUIMICA APLICADA,Male,True,Category 2,Complete,Complete - Male
433,Economic Sci.,UNIVERSIDAD AUTONOMA DE NAYARIT,Male,False,,Incomplete,Incomplete - Male
434,Engineering,SIN INSTITUCIÓN,Male,False,,Incomplete,Incomplete - Male
435,Health Sci.,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,Male,True,Category 3,Complete,Complete - Male
436,Economic Sci.,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Male,False,,Incomplete,Incomplete - Male
437,Economic Sci.,UNIVERSIDAD AUTONOMA DE CIUDAD JUAREZ,Female,False,,Incomplete,Incomplete - Female
438,Economic Sci.,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA,Male,True,Category 3,Complete,Complete - Male
439,Economic Sci.,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Male,False,,Incomplete,Incomplete - Male
440,Economic Sci.,"FUNDACION CLINICA MEDICA SUR, A.C.",Male,True,Category 2,Complete,Complete - Male
441,Engineering,UNIVERSIDAD DE GUADALAJARA,Male,True,Category 3,Complete,Complete - Male
442,Engineering,UNIVERSIDAD DE GUANAJUATO,Male,False,,Incomplete,Incomplete - Male
443,Economic Sci.,UNIVERSIDAD AUTONOMA CHAPINGO,Male,True,Category 1,Complete,Complete - Male
444,Health Sci.,INSTITUTO MEXICANO DEL SEGURO SOCIAL,Female,True,,Incomplete,Incomplete - Female
445,Engineering,TECNOLOGICO NACIONAL DE MEXICO,Male,False,,Incomplete,Incomplete - Male
446,Health Sci.,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Male,True,,Incomplete,Incomplete - Male
447,Health Sci.,UNIVERSIDAD VERACRUZANA,Male,True,Category 3,Complete,Complete - Male
448,Health Sci.,INSTITUTO NACIONAL DE CIENCIAS MEDICAS Y NUTRICION SALVADOR ZUBIRAN,Female,False,,Incomplete,Incomplete - Female
449,Engineering,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Female,False,,Incomplete,Incomplete - Female
450,Health Sci.,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Female,False,,Incomplete,Incomplete - Female
451,Engineering,UNIVERSIDAD DE GUANAJUATO,Female,True,Category 3,Complete,Complete - Female
452,Health Sci.,UNIVERSIDAD AUTONOMA DE COAHUILA,Female,True,,Incomplete,Incomplete - Female
453,Health Sci.,INSTITUTO POLITECNICO NACIONAL,Female,False,,Incomplete,Incomplete - Female
454,Health Sci.,UNIVERSIDAD AUTONOMA DE SINALOA,Male,True,Category 3,Complete,Complete - Male
455,Economic Sci.,UNIVERSIDAD AUTONOMA DE TAMAULIPAS,Male,True,Category 3,Complete,Complete - Male
456,Economic Sci.,UNIVERSIDAD DE GUADALAJARA,Female,False,,Incomplete,Incomplete - Female
457,Engineering,SIN INSTITUCIÓN,Female,True,Category 4,Complete,Complete - Female
458,Engineering,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Male,False,,Incomplete,Incomplete - Male
459,Economic Sci.,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Male,False,,Incomplete,Incomplete - Male
460,Engineering,INSTITUTO NACIONAL DE GERIATRIA,Female,False,,Incomplete,Incomplete - Female
461,Health Sci.,INSTITUTO NACIONAL DE PEDIATRIA,Female,True,Category 2,Complete,Complete - Female
462,Engineering,CENTRO DE INGENIERIA Y DESARROLLO INDUSTRIAL,Male,False,,Incomplete,Incomplete - Male
463,Health Sci.,UNIVERSIDAD IBEROAMERICANA,Female,True,Category 2,Complete,Complete - Female
464,Engineering,UNIVERSIDAD AUTONOMA DE OCCIDENTE,Male,True,Category 3,Complete,Complete - Male
465,Health Sci.,INSTITUTO MEXICANO DEL SEGURO SOCIAL,Female,True,Category 2,Complete,Complete - Female
