disciplina,afiliacion,genero,completo,categoria_afiliacion,metrica_calculada
CIENCIAS DE LA SALUD,INSTITUTO MEXICANO DEL SEGURO SOCIAL,m,True,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD DE GUADALAJARA,m,False,,False
INGENIERIA,TECNOLOGICO NACIONAL DE MEXICO,f,False,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD IBEROAMERICANA,m,True,Categoría 2,True
CIENCIAS ECONOMICAS,UNIVERSIDAD DE GUADALAJARA,f,False,,False
CIENCIAS DE LA SALUD,UNIVERSIDAD DE SONORA,f,False,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA DE TAMAULIPAS,f,True,Categoría 3,True
INGENIERIA,INSTITUTO TECNOLOGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,m,True,Categoría 2,True
CIENCIAS ECONOMICAS,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,f,False,,False
INGENIERIA,TECNOLOGICO NACIONAL DE MEXICO,m,True,Categoría 3,True
INGENIERIA,SIN INSTITUCIÓN,m,False,,False
CIENCIAS ECONOMICAS,INSTITUTO POLITECNICO NACIONAL,f,True,Categoría 1,True
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA DE CIUDAD JUAREZ,f,True,Categoría 3,True
CIENCIAS DE LA SALUD,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,m,True,Categoría 3,True
CIENCIAS ECONOMICAS,UNIVERSIDAD IBEROAMERICANA,f,True,Categoría 2,True
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA DE YUCATAN,m,True,Categoría 3,True
INGENIERIA,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,m,True,Categoría 1,True
INGENIERIA,UNIVERSIDAD DE MONTERREY,f,False,,False
CIENCIAS DE LA SALUD,INSTITUTO NACIONAL DE PSIQUIATRIA RAMON DE LA FUENTE MUÑIZ,m,True,Categoría 2,True
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA DE NUEVO LEON,m,True,Categoría 3,True
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA CHAPINGO,m,False,,False
CIENCIAS DE LA SALUD,INSTITUTO TECNOLOGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,m,False,,False
CIENCIAS DE LA SALUD,INSTITUTO NACIONAL DE SALUD PUBLICA,f,True,,False
CIENCIAS DE LA SALUD,INSTITUTO NACIONAL DE NEUROLOGIA Y NEUROCIRUGIA MANUEL VELASCO SUAREZ,m,True,Categoría 2,True
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA METROPOLITANA,m,True,Categoría 1,True
INGENIERIA,TECNOLOGICO NACIONAL DE MEXICO,m,False,,False
CIENCIAS ECONOMICAS,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,f,False,,False
INGENIERIA,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,m,False,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,m,True,Categoría 3,True
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA CHAPINGO,f,False,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD DE GUANAJUATO,m,False,,False
CIENCIAS DE LA SALUD,UNIVERSIDAD AUTONOMA DE NUEVO LEON,m,True,,False
CIENCIAS DE LA SALUD,INSTITUTO NACIONAL DE ENFERMEDADES RESPIRATORIAS,f,True,Categoría 2,True
INGENIERIA,UNIVERSIDAD AUTONOMA DEL ESTADO DE MEXICO,m,True,Categoría 3,True
CIENCIAS ECONOMICAS,UNIVERSIDAD VERACRUZANA,m,True,Categoría 3,True
CIENCIAS DE LA SALUD,UNIVERSIDAD DE GUADALAJARA,f,True,Categoría 3,True
INGENIERIA,UNIVERSIDAD AUTONOMA METROPOLITANA,m,True,Categoría 1,True
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA CHAPINGO,m,True,Categoría 1,True
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA DE QUERETARO,m,False,,False
CIENCIAS DE LA SALUD,UNIVERSIDAD VERACRUZANA,m,False,,False
CIENCIAS DE LA SALUD,SECRETARIA DE SALUD JALISCO,f,False,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,m,True,Categoría 2,True
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA,f,True,Categoría 3,True
CIENCIAS DE LA SALUD,INSTITUTO MEXICANO DEL SEGURO SOCIAL,m,True,Categoría 2,True
CIENCIAS DE LA SALUD,UNIVERSIDAD JUAREZ DEL ESTADO DE DURANGO,m,True,Categoría 3,True
CIENCIAS ECONOMICAS,EL COLEGIO DE SONORA,f,False,,False
CIENCIAS ECONOMICAS,INSTITUTO POLITECNICO NACIONAL,f,False,,False
CIENCIAS DE LA SALUD,INSTITUTO NACIONAL DE CARDIOLOGIA DR. IGNACIO CHAVEZ,m,True,,False
INGENIERIA,UNIVERSIDAD AUTONOMA DE TAMAULIPAS,m,False,,False
CIENCIAS DE LA SALUD,UNIVERSIDAD DE GUADALAJARA,m,True,Categoría 3,True
CIENCIAS ECONOMICAS,"EL COLEGIO DE LA FRONTERA NORTE, A.C.",f,True,Categoría 2,True
CIENCIAS ECONOMICAS,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,m,False,,False
CIENCIAS DE LA SALUD,SIN INSTITUCIÓN,f,True,Categoría 4,True
CIENCIAS ECONOMICAS,INSTITUTO TECNOLOGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,m,False,,False
INGENIERIA,UNIVERSIDAD AUTONOMA DEL ESTADO DE MORELOS,m,True,Categoría 3,True
CIENCIAS ECONOMICAS,INSTITUTO TECNOLOGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,m,True,Categoría 2,True
CIENCIAS DE LA SALUD,INSTITUTO NACIONAL DE PEDIATRIA,f,True,Categoría 2,True
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA DEL ESTADO DE MORELOS,m,False,,False
CIENCIAS ECONOMICAS,"UNIVERSIDAD DE LA SALLE BAJIO, A.C.",m,False,,False
INGENIERIA,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,m,False,,False
CIENCIAS DE LA SALUD,UNIVERSIDAD DE COLIMA,m,True,,False
INGENIERIA,UNIVERSIDAD AUTONOMA DEL ESTADO DE MEXICO,f,True,Categoría 3,True
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA,f,False,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,m,True,Categoría 3,True
CIENCIAS DE LA SALUD,INSTITUTO NACIONAL DE SALUD PUBLICA,m,False,,False
CIENCIAS ECONOMICAS,SIN INSTITUCIÓN,m,False,,False
INGENIERIA,SIN INSTITUCIÓN,m,False,,False
CIENCIAS DE LA SALUD,HOSPITAL INFANTIL DE MEXICO DR. FEDERICO GOMEZ,m,True,,False
INGENIERIA,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,m,False,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD DE MONTERREY,m,True,Categoría 3,True
CIENCIAS ECONOMICAS,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,f,False,,False
CIENCIAS ECONOMICAS,SIN INSTITUCIÓN,f,False,,False
CIENCIAS DE LA SALUD,SECRETARIA DE SALUD,f,True,Categoría 2,True
CIENCIAS ECONOMICAS,FUNDACION UNIVERSIDAD DE LAS AMERICAS PUEBLA,m,True,Categoría 2,True
CIENCIAS ECONOMICAS,UNIVERSIDAD PANAMERICANA,m,False,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,f,False,,False
INGENIERIA,CENTRO DE INVESTIGACION CIENTIFICA Y DE EDUCACION SUPERIOR DE ENSENADA,m,False,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA DEL ESTADO DE HIDALGO,m,False,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,m,False,,False
CIENCIAS ECONOMICAS,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,m,False,,False
CIENCIAS DE LA SALUD,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,m,True,Categoría 3,True
CIENCIAS ECONOMICAS,INSTITUTO TECNOLOGICO AUTONOMO DE MEXICO,f,True,Categoría 2,True
CIENCIAS ECONOMICAS,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,f,False,,False
CIENCIAS DE LA SALUD,UNIVERSIDAD VERACRUZANA,f,False,,False
INGENIERIA,TECNOLOGICO NACIONAL DE MEXICO,f,True,Categoría 3,True
CIENCIAS DE LA SALUD,INSTITUTO NACIONAL DE NEUROLOGIA Y NEUROCIRUGIA MANUEL VELASCO SUAREZ,m,True,Categoría 2,True
CIENCIAS ECONOMICAS,UNIVERSIDAD PANAMERICANA,m,True,Categoría 2,True
CIENCIAS ECONOMICAS,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,m,True,Categoría 2,True
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA DE TAMAULIPAS,m,True,Categoría 3,True
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,m,False,,False
INGENIERIA,SIN INSTITUCIÓN,f,True,Categoría 4,True
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA DE COAHUILA,f,False,,False
INGENIERIA,TAMPERE UNIVERSITY OF TECHNOLOGY,m,True,Categoría 2,True
INGENIERIA,UNIVERSIDAD AUTONOMA DE QUERETARO,m,False,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD TECNOLOGICA DE LA MIXTECA,f,True,Categoría 3,True
CIENCIAS DE LA SALUD,UNIVERSIDAD DE GUADALAJARA,f,True,,False
CIENCIAS DE LA SALUD,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,m,True,,False
INGENIERIA,UNIVERSIDAD AUTONOMA METROPOLITANA,m,True,Categoría 1,True
CIENCIAS ECONOMICAS,UNIVERSIDAD DE GUADALAJARA,m,False,,False
CIENCIAS ECONOMICAS,"CENTRO DE INVESTIGACION EN ALIMENTACION Y DESARROLLO, A.C.",m,False,,False
CIENCIAS DE LA SALUD,INSTITUTO NACIONAL DE SALUD PUBLICA,f,True,Categoría 2,True
INGENIERIA,TECNOLOGICO NACIONAL DE MEXICO,m,True,Categoría 3,True
INGENIERIA,UNIVERSIDAD DE GUADALAJARA,m,True,Categoría 3,True
INGENIERIA,UNIVERSIDAD DE GUADALAJARA,m,True,Categoría 3,True
CIENCIAS DE LA SALUD,GOBIERNO DEL ESTADO DE COLIMA,m,True,Categoría 2,True
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA DE TAMAULIPAS,f,False,,False
INGENIERIA,TECNOLOGICO NACIONAL DE MEXICO,m,True,Categoría 3,True
CIENCIAS ECONOMICAS,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,f,False,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA METROPOLITANA,m,False,,False
CIENCIAS DE LA SALUD,UNIVERSIDAD DE GUADALAJARA,f,True,Categoría 3,True
CIENCIAS ECONOMICAS,INSTITUTO TECNOLOGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,f,True,Categoría 2,True
INGENIERIA,UNIVERSIDAD POLITECNICA DEL VALLE DE MEXICO,m,True,Categoría 3,True
INGENIERIA,UNIVERSIDAD JUAREZ AUTONOMA DE TABASCO,m,True,Categoría 3,True
CIENCIAS DE LA SALUD,INSTITUTO MEXICANO DEL SEGURO SOCIAL,m,True,Categoría 2,True
CIENCIAS DE LA SALUD,"UNIVERSIDAD DE LA SALLE BAJIO, A.C.",f,True,,False
CIENCIAS ECONOMICAS,"EL COLEGIO DE LA FRONTERA NORTE, A.C.",m,True,Categoría 2,True
CIENCIAS DE LA SALUD,SECRETARIA DE SALUD,m,True,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA DE OCCIDENTE,f,True,Categoría 3,True
INGENIERIA,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,m,True,Categoría 1,True
CIENCIAS ECONOMICAS,OXFORD UNIVERSITY,m,False,,False
INGENIERIA,SIN INSTITUCIÓN,f,True,Categoría 4,True
CIENCIAS DE LA SALUD,SIN INSTITUCIÓN,m,True,,False
CIENCIAS DE LA SALUD,UNIVERSIDAD DE LA CIENEGA DEL ESTADO DE MICHOACAN,f,True,Categoría 3,True
CIENCIAS DE LA SALUD,UNIVERSIDAD AUTONOMA DE SINALOA,f,True,Categoría 3,True
CIENCIAS DE LA SALUD,INSTITUTO MEXICANO DEL SEGURO SOCIAL,m,False,,False
CIENCIAS DE LA SALUD,UNIVERSIDAD VERACRUZANA,m,False,,False
CIENCIAS DE LA SALUD,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ES,m,True,,False
INGENIERIA,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,f,True,Categoría 2,True
CIENCIAS DE LA SALUD,INSTITUTO NACIONAL DE NEUROLOGIA Y NEUROCIRUGIA MANUEL VELASCO SUAREZ,f,True,Categoría 2,True
CIENCIAS ECONOMICAS,TECNOLOGICO NACIONAL DE MEXICO,m,True,Categoría 2,True
INGENIERIA,SIN INSTITUCIÓN,m,True,Categoría 4,True
CIENCIAS ECONOMICAS,FUNDACION UNIVERSIDAD DE LAS AMERICAS PUEBLA,m,True,Categoría 2,True
CIENCIAS ECONOMICAS,UNIVERSIDAD PANAMERICANA,m,True,Categoría 2,True
CIENCIAS DE LA SALUD,UNIVERSIDAD DE GUADALAJARA,f,True,Categoría 3,True
CIENCIAS DE LA SALUD,INSTITUTO MEXICANO DEL SEGURO SOCIAL,m,False,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD DE GUANAJUATO,f,True,Categoría 3,True
INGENIERIA,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,m,True,Categoría 3,True
CIENCIAS DE LA SALUD,UNIVERSIDAD IBEROAMERICANA,f,True,Categoría 2,True
CIENCIAS DE LA SALUD,INSTITUTO MEXICANO DEL SEGURO SOCIAL,m,True,Categoría 2,True
CIENCIAS DE LA SALUD,UNIVERSIDAD DE GUADALAJARA,f,False,,False
CIENCIAS DE LA SALUD,CENTRO DE INVESTIGACION Y ESTUDIOS SUPERIORES EN ANTROPOLOGIA SOCIAL,f,False,,False
INGENIERIA,"CENTRO DE INVESTIGACIONES EN OPTICA, A.C.",m,False,,False
CIENCIAS DE LA SALUD,INSTITUTO NACIONAL DE MEDICINA GENOMICA,f,False,,False
CIENCIAS ECONOMICAS,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,m,False,,False
INGENIERIA,UNIVERSIDAD POLITECNICA DE ZACATECAS,m,True,Categoría 3,True
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA CHAPINGO,m,True,Categoría 1,True
CIENCIAS ECONOMICAS,"UNIVERSIDAD LA SALLE, A.C.",m,False,,False
INGENIERIA,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,m,True,Categoría 2,True
CIENCIAS ECONOMICAS,UNIVERSIDAD DE GUADALAJARA,f,False,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA METROPOLITANA,m,False,,False
INGENIERIA,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,m,False,,False
INGENIERIA,SIN INSTITUCIÓN,m,False,,False
CIENCIAS ECONOMICAS,INSTITUTO POLITECNICO NACIONAL,m,False,,False
CIENCIAS ECONOMICAS,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,f,False,,False
INGENIERIA,CENTRO DE INVESTIGACION EN QUIMICA APLICADA,m,True,Categoría 2,True
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA DE NAYARIT,m,False,,False
INGENIERIA,SIN INSTITUCIÓN,m,False,,False
CIENCIAS DE LA SALUD,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,m,True,Categoría 3,True
CIENCIAS ECONOMICAS,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,m,False,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA DE CIUDAD JUAREZ,f,False,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA,m,True,Categoría 3,True
CIENCIAS ECONOMICAS,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,m,False,,False
CIENCIAS ECONOMICAS,"FUNDACION CLINICA MEDICA SUR, A.C.",m,True,Categoría 2,True
INGENIERIA,UNIVERSIDAD DE GUADALAJARA,m,True,Categoría 3,True
INGENIERIA,UNIVERSIDAD DE GUANAJUATO,m,False,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA CHAPINGO,m,True,Categoría 1,True
CIENCIAS DE LA SALUD,INSTITUTO MEXICANO DEL SEGURO SOCIAL,f,True,,False
INGENIERIA,TECNOLOGICO NACIONAL DE MEXICO,m,False,,False
CIENCIAS DE LA SALUD,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,m,True,,False
CIENCIAS DE LA SALUD,UNIVERSIDAD VERACRUZANA,m,True,Categoría 3,True
CIENCIAS DE LA SALUD,INSTITUTO NACIONAL DE CIENCIAS MEDICAS Y NUTRICION SALVADOR ZUBIRAN,f,False,,False
INGENIERIA,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,f,False,,False
CIENCIAS DE LA SALUD,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,f,False,,False
INGENIERIA,UNIVERSIDAD DE GUANAJUATO,f,True,Categoría 3,True
CIENCIAS DE LA SALUD,UNIVERSIDAD AUTONOMA DE COAHUILA,f,True,,False
CIENCIAS DE LA SALUD,INSTITUTO POLITECNICO NACIONAL,f,False,,False
CIENCIAS DE LA SALUD,UNIVERSIDAD AUTONOMA DE SINALOA,m,True,Categoría 3,True
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA DE TAMAULIPAS,m,True,Categoría 3,True
CIENCIAS ECONOMICAS,UNIVERSIDAD DE GUADALAJARA,f,False,,False
INGENIERIA,SIN INSTITUCIÓN,f,True,Categoría 4,True
INGENIERIA,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,m,False,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,m,False,,False
INGENIERIA,INSTITUTO NACIONAL DE GERIATRIA,f,False,,False
CIENCIAS DE LA SALUD,INSTITUTO NACIONAL DE PEDIATRIA,f,True,Categoría 2,True
INGENIERIA,CENTRO DE INGENIERIA Y DESARROLLO INDUSTRIAL,m,False,,False
CIENCIAS DE LA SALUD,UNIVERSIDAD IBEROAMERICANA,f,True,Categoría 2,True
INGENIERIA,UNIVERSIDAD AUTONOMA DE OCCIDENTE,m,True,Categoría 3,True
CIENCIAS DE LA SALUD,INSTITUTO MEXICANO DEL SEGURO SOCIAL,f,True,Categoría 2,True
INGENIERIA,INSTITUTO MEXICANO DEL PETROLEO,m,True,Categoría 2,True
CIENCIAS DE LA SALUD,INSTITUTO POLITECNICO NACIONAL,f,True,Categoría 1,True
CIENCIAS DE LA SALUD,INSTITUTO NACIONAL DE CANCEROLOGIA,f,False,,False
CIENCIAS ECONOMICAS,SIN INSTITUCIÓN,m,False,,False
CIENCIAS DE LA SALUD,UNIVERSIDAD VERACRUZANA,f,False,,False
CIENCIAS DE LA SALUD,INSTITUTO NACIONAL DE PSIQUIATRIA RAMON DE LA FUENTE MUÑIZ,f,False,,False
CIENCIAS DE LA SALUD,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,f,True,Categoría 1,True
CIENCIAS DE LA SALUD,UNIVERSIDAD AUTONOMA DE COAHUILA,f,True,Categoría 3,True
CIENCIAS ECONOMICAS,"CENTRO DE ANALISIS Y MEDICION DEL BIENESTAR SOCIAL, A.C.",m,False,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA DE NUEVO LEON,m,False,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD DE GUANAJUATO,f,True,Categoría 3,True
CIENCIAS ECONOMICAS,UNIVERSIDAD DE SONORA,m,False,,False
CIENCIAS DE LA SALUD,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,f,False,,False
CIENCIAS ECONOMICAS,SIN INSTITUCIÓN,m,False,,False
CIENCIAS DE LA SALUD,INSTITUTO NACIONAL DE CIENCIAS MEDICAS Y NUTRICION SALVADOR ZUBIRAN,f,True,Categoría 2,True
CIENCIAS DE LA SALUD,INSTITUTO NACIONAL DE CARDIOLOGIA DR. IGNACIO CHAVEZ,f,True,Categoría 2,True
CIENCIAS ECONOMICAS,EL COLEGIO DE SONORA,m,False,,False
INGENIERIA,SIN INSTITUCIÓN,m,False,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA SUR,f,True,Categoría 3,True
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA METROPOLITANA,m,False,,False
CIENCIAS ECONOMICAS,SIN INSTITUCIÓN,f,False,,False
CIENCIAS ECONOMICAS,INSTITUTO TECNOLOGICO DE SONORA,m,False,,False
INGENIERIA,SIN INSTITUCIÓN,m,False,,False
CIENCIAS DE LA SALUD,UNIVERSIDAD DE COLIMA,m,False,,False
INGENIERIA,"ROTOPLAS, S.A. DE C.V.",m,False,,False
INGENIERIA,TECNOLOGICO NACIONAL DE MEXICO,m,False,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA CHAPINGO,m,True,Categoría 1,True
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA CHAPINGO,m,True,Categoría 1,True
CIENCIAS DE LA SALUD,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,m,True,Categoría 3,True
CIENCIAS DE LA SALUD,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA,m,False,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,m,False,,False
CIENCIAS ECONOMICAS,"EL COLEGIO DE MEXICO, A.C.",f,False,,False
CIENCIAS DE LA SALUD,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,m,True,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD DE COLIMA,m,False,,False
INGENIERIA,TECNOLOGICO NACIONAL DE MEXICO,f,False,,False
INGENIERIA,TECNOLOGICO NACIONAL DE MEXICO,m,True,Categoría 3,True
CIENCIAS DE LA SALUD,UNIVERSIDAD AUTONOMA METROPOLITANA,m,True,Categoría 1,True
CIENCIAS DE LA SALUD,INSTITUTO NACIONAL DE SALUD PUBLICA,m,False,,False
CIENCIAS DE LA SALUD,INSTITUTO NACIONAL DE PSIQUIATRIA RAMON DE LA FUENTE MUÑIZ,m,True,Categoría 2,True
INGENIERIA,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA,m,True,Categoría 3,True
CIENCIAS DE LA SALUD,UNIVERSIDAD AUTONOMA DEL ESTADO DE HIDALGO,m,True,,False
INGENIERIA,SIN INSTITUCIÓN,m,True,Categoría 4,True
INGENIERIA,UNIVERSIDAD DE GUANAJUATO,m,False,,False
INGENIERIA,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,m,False,,False
CIENCIAS ECONOMICAS,SIN INSTITUCIÓN,f,False,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD DE GUADALAJARA,m,False,,False
CIENCIAS DE LA SALUD,UNIVERSIDAD AUTONOMA DE NUEVO LEON,m,False,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA DE YUCATAN,f,True,Categoría 3,True
INGENIERIA,UNIVERSIDAD VERACRUZANA,m,True,Categoría 3,True
CIENCIAS ECONOMICAS,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,m,True,Categoría 1,True
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA DE YUCATAN,f,False,,False
CIENCIAS DE LA SALUD,UNIVERSIDAD DE GUADALAJARA,m,True,Categoría 3,True
CIENCIAS ECONOMICAS,UNIVERSIDAD DE GUADALAJARA,m,False,,False
CIENCIAS DE LA SALUD,CENTRO DE INVESTIGACION Y DE ESTUDIOS AVANZADOS DEL IPN,f,True,Categoría 2,True
INGENIERIA,CENTRO DE INVESTIGACION CIENTIFICA Y DE EDUCACION SUPERIOR DE ENSENADA,m,True,Categoría 2,True
INGENIERIA,UNIVERSIDAD AUTONOMA DE COAHUILA,f,True,Categoría 3,True
CIENCIAS DE LA SALUD,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,f,False,,False
INGENIERIA,TECNOLOGICO NACIONAL DE MEXICO,m,True,Categoría 3,True
CIENCIAS ECONOMICAS,SIN INSTITUCIÓN,m,False,,False
INGENIERIA,SIN INSTITUCIÓN,f,True,Categoría 4,True
CIENCIAS DE LA SALUD,INSTITUTO MEXICANO DEL SEGURO SOCIAL,m,False,,False
INGENIERIA,UNIVERSIDAD JUAREZ AUTONOMA DE TABASCO,m,True,Categoría 3,True
INGENIERIA,BARCELONA SUPERCOMPUTING CENTER,m,True,Categoría 2,True
CIENCIAS ECONOMICAS,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,m,False,,False
INGENIERIA,UNIVERSIDAD IBEROAMERICANA,m,False,,False
INGENIERIA,TECNOLOGICO NACIONAL DE MEXICO,m,True,Categoría 3,True
CIENCIAS DE LA SALUD,UNIVERSIDAD DE GUADALAJARA,f,True,Categoría 3,True
CIENCIAS DE LA SALUD,GOBIERNO DEL ESTADO DE CHIAPAS,m,False,,False
CIENCIAS DE LA SALUD,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,f,True,,False
CIENCIAS DE LA SALUD,COLEGIO DE POSTGRADUADOS EN CIENCIAS AGRICOLAS,m,True,Categoría 2,True
CIENCIAS DE LA SALUD,UNIVERSITY OF TEXAS AT AUSTIN,f,False,,False
CIENCIAS DE LA SALUD,UNIVERSIDAD JUAREZ DEL ESTADO DE DURANGO,m,True,Categoría 3,True
INGENIERIA,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,m,False,,False
CIENCIAS DE LA SALUD,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,m,True,Categoría 3,True
INGENIERIA,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,m,False,,False
INGENIERIA,SIN INSTITUCIÓN,m,True,Categoría 4,True
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA,f,False,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA,m,True,Categoría 3,True
INGENIERIA,INSTITUTO TECNOLOGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,m,True,Categoría 2,True
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA DE TAMAULIPAS,m,False,,False
CIENCIAS DE LA SALUD,CENTRO DE INVESTIGACION Y ASISTENCIA EN TECNOLOGIA Y DISEÑO DEL EDO. D,m,True,Categoría 2,True
CIENCIAS ECONOMICAS,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,m,True,Categoría 2,True
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA DE TAMAULIPAS,f,False,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA DE SINALOA,f,False,,False
CIENCIAS DE LA SALUD,INSTITUTO MEXICANO DEL SEGURO SOCIAL,f,True,,False
